,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,EWS_DaysToThreat,scenario,policy,model
22,41,222.92693680006312,1.0,0.3008324126430669,292.48314672193595,10,0.1722570544688985,217.32759179314388,10,0.05568641468436353,308.4026982193096,1.5,0.15984779417895068,270.72591469525076,10,0.35021055933295087,1.5,4.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,734,708,dikesnet
23,71,155.36253230541922,1.5,0.7408564775636639,155.99773409514953,10,0.2646275715636871,269.6255981385551,1.5,0.3278012663364738,315.81592825491214,1.0,0.2718418035445088,289.164459494802,1.0,0.3258834230204307,2.5,1.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,735,708,dikesnet
24,51,32.35626166904247,1.5,0.2560233487011315,166.58034121096586,1.5,0.9580168975836588,279.1487128720219,1.5,0.44453102358050056,53.244927381654215,10,0.9728085567418691,77.88338054730289,1.0,0.1982248181576649,3.5,1.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,736,708,dikesnet
25,73,182.9844059734861,10,0.1601428137096318,219.4056637244483,1.5,0.27149258012756716,48.039782554977926,1.5,0.06109921750108516,56.64489636071522,10,0.1922885497151685,309.12213757232354,1.0,0.2895506321282538,4.5,1.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,737,708,dikesnet
26,124,44.018821853137595,10,0.5107297193505594,96.54420866398652,1.0,0.667061532379578,185.0923599273532,1.5,0.0005760223433449729,170.38812823498694,10,0.4092113286052653,124.45141376368139,10,0.029457288180657293,2.5,4.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,738,708,dikesnet
27,92,95.9921980797647,1.0,0.2934948064104069,329.7257140632397,1.5,0.9887463529776352,54.668397670961646,1.0,0.9161431895671001,249.9574371145419,10,0.70689324541548,282.1135332409914,1.5,0.41760418551774114,1.5,4.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,739,708,dikesnet
28,64,159.12163533986754,10,0.3790187755184016,261.9175564235381,1.0,0.5515066417265895,211.0614448261868,1.5,0.5713193578218495,291.40865983759045,1.0,0.2751081916179453,148.8475164255603,1.0,0.23653541668030154,4.5,2.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,740,708,dikesnet
29,9,257.16214576305333,1.0,0.6648431155574058,173.45960587976123,1.5,0.9084616324313081,78.09578461803966,10,0.7961002847785233,291.45185661159564,10,0.37747610979035673,211.95664607332697,1.5,0.3905324484557783,2.5,3.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,741,708,dikesnet
30,74,163.41852210465447,10,0.9790453744244773,214.31751893281267,1.0,0.5878120255874941,195.45094092562042,10,0.3528064729262458,281.96004933987723,1.0,0.4941603675300612,314.9741362996216,1.0,0.2785589395225203,1.5,1.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,742,708,dikesnet
31,123,265.1816285623298,10,0.6946363701751269,268.65836366259066,1.5,0.16968382576168373,235.83608582894473,1.0,0.19822811099466298,122.37239146954344,1.5,0.15259841280211484,277.20995771106533,1.0,0.6344101851922443,3.5,4.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,743,708,dikesnet
32,38,209.93838162883583,1.5,0.31857233236364824,51.05828944059535,10,0.8110511927852824,204.08243966755686,1.0,0.20001229649734842,70.40207912219941,10,0.9344197731378984,246.97045154296947,1.0,0.19654165656491784,2.5,1.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,744,708,dikesnet
33,96,272.61880621362076,10,0.2903234043371189,140.8277574393099,1.5,0.1524791193353695,270.60139477459455,10,0.9230556505550838,172.79964778351388,1.0,0.9871921550696795,83.74337505109023,10,0.9430835583910333,2.5,2.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,745,708,dikesnet
34,87,308.35948676488596,1.0,0.9950350552940728,340.51481522906545,1.5,0.6084234744781752,274.1446943085153,1.5,0.5094287041682577,75.12344403907872,1.5,0.053449842282551674,196.49891236138953,1.0,0.6348779376844743,2.5,4.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,746,708,dikesnet
35,125,340.56853604701934,1.5,0.9802370351980926,137.0698921359673,10,0.10405385501588282,125.34026891949047,1.0,0.4949697430278389,158.7321177004158,1.0,0.8068388939521606,161.82234119210216,10,0.7099303651732332,4.5,2.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,747,708,dikesnet
36,8,69.47337863379211,10,0.3873124958314669,114.42623690867812,1.0,0.4030691147824559,118.70693393582172,10,0.20068758475491055,176.50759656411356,10,0.07317945321142572,39.9422865027509,1.0,0.18935874942977304,4.5,3.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,748,708,dikesnet
37,66,319.5744005219882,1.5,0.10146989924880379,187.75139544838552,10,0.6633654784598895,197.41717722349625,10,0.40794594565720266,73.08631627597319,10,0.05842028235633301,107.20489400660767,10,0.7605183324176571,3.5,3.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,749,708,dikesnet
38,85,273.55206782597435,10,0.6506883144480433,143.24705477933534,1.0,0.18767484313547667,95.67314401781982,10,0.11614627520435328,186.27469857482168,1.5,0.9269376754835447,141.08737179774863,1.0,0.6217446268992595,1.5,4.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,750,708,dikesnet
39,118,113.58207839139538,10,0.8360385871330286,330.73855020986224,10,0.6477854164557815,105.6413765529927,1.0,0.4955825634064498,77.97464644542006,10,0.009243245245272425,301.8245968267891,1.0,0.562191224394194,1.5,4.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,751,708,dikesnet
40,25,226.8039755510399,1.0,0.2207297168454958,186.48844856665778,1.5,0.19203625933246504,279.73674157059406,1.0,0.1254916558445518,54.13059648789229,1.0,0.9634609342143411,242.43050241591334,1.0,0.701217019141226,4.5,3.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,752,708,dikesnet
41,24,64.18782724714163,1.0,0.47340077831674576,274.63048828196906,1.5,0.42684730047640507,87.02778492389737,1.0,0.1952069377739275,39.70066005344535,10,0.5532026981296835,211.9958564994471,10,0.6791027083322608,3.5,1.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,753,708,dikesnet
42,110,108.56941651027626,1.0,0.3211143961847568,280.47813598634264,1.5,0.2669407778622369,190.5099596044312,1.0,0.624683122535162,281.8566834391056,1.5,0.9247170244965194,189.36734152429838,10,0.4722718074213079,4.5,1.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,754,708,dikesnet
43,74,245.63838206694356,1.0,0.6564323160751157,183.66964295245054,1.0,0.02560374508257468,240.18712120535199,1.5,0.8127661448841748,344.3518560424825,1.5,0.2327760620567626,121.97569772794886,1.5,0.8449990722684549,3.5,3.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,755,708,dikesnet
44,7,154.823826195431,1.5,0.06749090674583391,134.63385271210126,10,0.5448920681127111,34.01542192628735,10,0.8130602978215555,93.0099666124035,1.0,0.11366289217034897,258.379030009206,10,0.17495644182136427,2.5,2.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,756,708,dikesnet
45,70,237.30201979466955,1.0,0.7037113721615414,133.99759284682779,1.0,0.6119066394037012,62.267272070902244,1.0,0.09906137432992423,277.8588818735764,10,0.88097807695767,171.06929658756854,10,0.8885161645963406,2.5,1.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,757,708,dikesnet
46,35,315.5476085290698,1.5,0.083061044513005,286.12088874544963,1.5,0.7238352381153116,262.3325847349389,1.0,0.6311858465543756,73.83614696576029,1.0,0.24087641441957897,209.14081825821216,10,0.6966877349343734,1.5,3.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,758,708,dikesnet
47,74,300.61203255556904,1.5,0.42603701634791424,96.65397765327936,1.0,0.02447582115591096,94.4366997892615,1.5,0.6960214929011256,123.66683550871052,1.0,0.1266958015433578,157.73251246099161,10,0.6842798731714811,4.5,4.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,759,708,dikesnet
48,67,274.25349281273907,10,0.5015739081771282,91.13236180162528,1.5,0.9278802129034459,79.81938818001129,1.0,0.8940932021197155,306.7521423856915,1.0,0.9053566790703046,56.61760088050837,10,0.3325711452222505,1.5,3.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,760,708,dikesnet
49,75,176.08471054508198,10,0.9281344909046293,88.54472457035538,1.5,0.21302144325554906,341.1696990847253,10,0.890160455558992,173.5093494715028,1.0,0.6115015703585964,85.43692547883512,1.0,0.7797531882619471,4.5,4.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,761,708,dikesnet
50,16,204.13812049960856,1.5,0.7491363990951443,196.4230213214699,10,0.4614669199135264,105.3806287827804,1.0,0.969590630391018,57.03284161911206,1.5,0.07537690541228115,109.3285055563882,1.5,0.2923168910749179,1.5,3.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,762,708,dikesnet
51,12,140.095128515193,1.5,0.253361480617333,171.69527332107248,10,0.9395898488291123,276.402936327818,1.5,0.24130160379770527,178.8526748033257,10,0.5962791815450555,303.23880051081574,1.5,0.7598809918872161,1.5,4.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,763,708,dikesnet
52,31,84.19059662949934,1.0,0.5343386964301443,76.5633851210162,10,0.5301773008343836,92.06911038830296,10,0.4855785177567862,99.6783111404201,1.0,0.4702777665168474,38.955326062244424,1.5,0.2914860208340404,2.5,3.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,764,708,dikesnet
53,118,311.5456241163686,1.0,0.8575645205820758,246.34159972093244,1.5,0.41759648756615975,131.7968231154021,1.5,0.25667365692469857,41.324803817977376,1.5,0.6591790737525626,127.51325096874237,1.5,0.06111916787407412,2.5,4.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,765,708,dikesnet
54,86,192.97599382122743,1.5,0.7001738310572221,163.52315753279998,1.5,0.5533144622187556,349.9432934785499,1.5,0.4894308896977595,111.887456419373,1.0,0.3226701326404019,96.86248289085306,1.5,0.9236970325328571,3.5,2.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,766,708,dikesnet
55,16,127.9038157988251,1.5,0.09643267155444912,55.93250772122797,1.5,0.40504557571647803,304.06392492650207,1.0,0.722413879892818,214.8426611182238,10,0.35649310125788924,243.28073134980383,10,0.6647871264322166,3.5,1.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,767,708,dikesnet
56,67,275.2986103925655,1.5,0.35988259606882933,296.02129774952584,1.0,0.5870013628240729,47.92764861347948,1.0,0.28423957409254597,152.2457131579855,1.0,0.28165021981225424,214.49182877949568,1.0,0.06479422147102765,4.5,2.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,768,708,dikesnet
57,44,308.56150758680803,1.5,0.46019672389115585,38.67832859962238,10,0.39560560021051816,293.69597490649886,1.5,0.7214966724559825,338.6157701216782,1.0,0.3089644614295962,58.72827561859026,1.5,0.021008982914411334,4.5,2.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,769,708,dikesnet
58,109,288.43856798097664,1.5,0.7541019337762225,184.93884710877046,10,0.3770019704513027,301.23106122316506,10,0.40523425881993513,177.53796232927644,1.5,0.43538133590653627,244.38387963903926,10,0.5079959109751293,4.5,1.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,770,708,dikesnet
59,104,59.60691346158452,10,0.37912678831231195,239.22090616478673,1.0,0.4664302459605506,39.03291033740157,10,0.620364951884368,142.57096462464796,1.5,0.44930701816269225,121.16999159417603,1.0,0.10955059149739921,2.5,4.5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,771,708,dikesnet
60,40,317.4935362887278,1.0,0.6504178745271543,309.41066248707875,1.5,0.09177856738111345,281.4360499277774,1.0,0.7288326540716435,154.8978911491165,1.5,0.5710578235099901,109.68941696888315,1.0,0.25656105732342804,1.5,2.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,772,708,dikesnet
61,55,215.85204262319283,10,0.0419571277114289,254.2704461232282,1.5,0.778350354139391,306.0111513651512,1.5,0.9338411275521599,335.5509702886877,10,0.5921290939078919,245.8909580484591,1.0,0.6739385100844025,1.5,2.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,773,708,dikesnet
62,38,106.95922783672764,1.0,0.3699724668016583,40.86394016111292,10,0.034737889838901026,213.28051682534107,1.5,0.6193208068096928,204.34485131785436,1.0,0.17644940466482106,145.88149155914041,1.0,0.8395434833003127,1.5,1.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,774,708,dikesnet
63,125,55.45883458453613,10,0.3178894749097909,166.5812003914898,10,0.11772878443714019,252.1207713234009,1.5,0.03841052612363638,102.19721258078661,10,0.3789192430304309,140.62234395231923,1.5,0.8645984835112602,4.5,3.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,775,708,dikesnet
64,76,35.84586569125687,1.5,0.015820352936740667,327.7017952960797,10,0.6103104166374106,134.04264738210966,1.5,0.35142405261883125,117.61244929032927,1.0,0.9995427810528499,125.8814091985671,1.0,0.6395262714862168,3.5,1.5,2.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,776,708,dikesnet
65,41,242.99577925345892,10,0.17919342693291074,35.367012027978326,1.5,0.10766518676565473,63.875008968727265,10,0.6123814610336658,112.65880395601656,1.5,0.22149218717354524,42.200224984654255,10,0.4923694097726412,4.5,1.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,777,708,dikesnet
66,27,210.22558902603487,10,0.621413987369082,224.50363911272504,1.0,0.34370385803930903,262.51810669770236,10,0.883195736302182,194.52865762948664,1.5,0.7302851976393451,205.4202549733535,10,0.7427563333463924,2.5,1.5,1.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,778,708,dikesnet
67,102,87.45192331133453,1.0,0.8285334884774808,121.52267286988265,1.5,0.40656460593510524,160.55228854301217,10,0.4381492717573573,56.263497932229285,1.0,0.5963242012994204,326.05646756196836,1.5,0.6221217960257504,2.5,3.5,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,3,10,8,7,10,0,7,3,8,6,2,7,1,779,708,dikesnet
