,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
10,111.0,91.20778764826659,1.5,0.2291040082270002,208.99703892001156,1.0,0.5750514118971988,137.00200118740526,1.5,0.7075111434635705,253.5789155075313,10,0.8092849036430902,293.0066976499022,10,0.08557627073097844,4.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,base case without policy,dikesnet
11,43.0,140.67160645267478,10,0.34713984557413063,257.45112768945546,10,0.49229670301163236,295.76691165396716,10,0.9217573967373468,263.72731743307395,1.5,0.2174983408617877,147.73138321123986,1.5,0.8734140391500735,3.5,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,base case without policy,dikesnet
12,99.0,130.06810938109498,10,0.2351766773694311,112.65805005475782,1.0,0.915045599384794,154.16350008619028,1.5,0.037896894324422566,112.78316718299087,1.5,0.05877467832676375,191.71933489256563,1.5,0.34153461537601054,3.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,base case without policy,dikesnet
13,125.0,342.2548497548312,1.5,0.09935963997682004,235.78539084559938,1.5,0.7366146399153212,294.84739527029916,10,0.04163035919709989,158.57989701677315,10,0.4080531446020562,87.70407923483505,1.5,0.9282154451869475,4.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,base case without policy,dikesnet
14,33.0,319.13114394591184,1.0,0.6381025051431429,150.9291646777194,10,0.9109204747546841,156.22290896493692,10,0.7203058997099446,48.311642333619375,1.0,0.3803311043385327,196.02881596587127,1.5,0.3030375546989023,4.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,base case without policy,dikesnet
15,7.0,257.33869438759007,10,0.014498739041645253,293.0264449458259,1.0,0.5838597938107538,131.7850886179135,1.5,0.7935955085054399,120.28950785507038,10,0.8219579013933761,56.03120458940367,1.0,0.35992250394849873,3.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,base case without policy,dikesnet
16,36.0,138.87269013367063,10,0.8599507253593203,83.8625103402507,1.5,0.05976177369260244,104.35165274217387,10,0.8295082261740734,193.59597026842124,1.5,0.00922101333895469,78.44032096174284,10,0.15076440780778236,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,base case without policy,dikesnet
17,99.0,211.66847775842842,1.0,0.9324137458116913,247.29873919604108,1.0,0.8876718775825239,273.571582924133,1.5,0.9330753323634585,324.03487789128894,1.0,0.562014549699266,271.8024752650036,1.5,0.29838230490618695,1.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,base case without policy,dikesnet
18,52.0,301.02824219047557,10,0.24516225153821744,320.4309969958373,1.5,0.10346795010609126,75.73241833756968,10,0.23185325098920026,127.87964603397187,10,0.12831013003936168,344.5157748923855,1.0,0.9241223006331003,3.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,base case without policy,dikesnet
19,123.0,53.10373051341284,10,0.6523545674565326,255.3786152990261,1.0,0.9176035186648029,68.2643127438312,1.5,0.33216598946056125,135.52206784861667,10,0.48557506424015345,147.25275706697272,1.0,0.916909301597015,2.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,base case without policy,dikesnet
20,40.0,266.9950126584274,1.5,0.6281951875022873,235.4066180138129,1.0,0.2355037175941383,80.48501450459642,1.0,0.5298856351835584,111.88884709082055,1.5,0.5361163735751225,265.5695352697664,10,0.4865889931833724,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,base case without policy,dikesnet
21,107.0,233.3892028685603,1.5,0.29674133535777375,291.8062936959956,1.0,0.8413303034843671,111.83523565223331,1.0,0.8516154093945056,209.59885323862764,1.5,0.9585691737788213,80.41906234707201,10,0.09763773984297143,4.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,base case without policy,dikesnet
22,106.0,293.14750013154685,1.5,0.3224186011827817,214.16925187292233,10,0.3468006157202835,280.86039740204006,10,0.8693506671659942,213.39424012230378,10,0.2867996559686036,296.4010519166618,1.5,0.8597430502528964,4.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,base case without policy,dikesnet
23,48.0,87.95912612694508,10,0.2079098660102791,73.82623905171113,1.5,0.415093828388893,152.46258575107043,1.5,0.4148831976582479,30.64340321388036,10,0.06186524220272638,261.6162112940805,1.5,0.3261451956914404,3.5,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,base case without policy,dikesnet
24,57.0,199.339188731043,10,0.7865119018988878,166.04962474435592,1.0,0.2401428741162167,125.84969330966915,10,0.305731036966078,150.75293669539258,10,0.29125492997818836,34.771466787359586,1.0,0.19902906477084034,1.5,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,base case without policy,dikesnet
25,34.0,48.38523124779832,10,0.17781154380846978,133.19763961167345,10,0.6389706890656837,57.47056072769825,1.0,0.7643215387852952,136.6598483757714,1.5,0.6834580346631227,219.68464264787139,10,0.1631872629328999,2.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,base case without policy,dikesnet
26,15.0,333.9969852611819,10,0.8627554641585056,178.11553235221407,10,0.13593957384089866,116.97673970923141,1.5,0.16036168819986116,237.9650815183824,1.0,0.44307893468593235,274.84431649112634,10,0.8927508069681005,4.5,2.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026,base case without policy,dikesnet
27,87.0,128.38508017387232,1.5,0.9894890199688183,227.81252338206886,10,0.27055664193597595,304.39344610971597,1.5,0.7563236171135836,320.9286895429235,1.5,0.7254817840214781,98.03190253902012,1.5,0.9379184448621517,4.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2027,base case without policy,dikesnet
28,116.0,140.86611568957048,1.5,0.8251643354706065,141.38960430630243,1.5,0.35011245797646406,349.36725299438154,1.5,0.5793080438127937,107.92878325942704,10,0.10491355542718307,308.7722405860423,10,0.33744230546565,3.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2028,base case without policy,dikesnet
29,74.0,343.2748484386776,10,0.23277789027640744,294.45985894332,1.0,0.1326910054614498,181.32066046371654,1.0,0.3112803752911105,296.85053796678653,10,0.08804371224064013,166.02495773893085,1.5,0.02139537806539852,4.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2029,base case without policy,dikesnet
30,112.0,33.828852599859424,1.5,0.2594912518407509,324.0587710708153,10,0.7745928911820781,323.6401229339419,10,0.505738553461562,196.60391754246626,1.0,0.9803158208004014,291.93254865156734,1.0,0.40314662471184476,1.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2030,base case without policy,dikesnet
31,68.0,255.69677145656382,1.0,0.9081039105798188,290.3662241390181,10,0.7615008409705686,278.6246015984425,1.0,0.2908646283771817,148.37794362265984,1.5,0.586457410045357,148.45561219449417,1.5,0.9897776380715422,1.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031,base case without policy,dikesnet
32,37.0,152.1688405061462,1.0,0.6623629126898835,100.25543521891156,1.0,0.7022949233810233,113.19020224307678,10,0.05769985423821381,320.58556412831115,10,0.28232196590468245,36.65187178584694,10,0.12410894545576316,1.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2032,base case without policy,dikesnet
33,4.0,340.1338918445549,10,0.8331568907854296,330.16790865061944,1.5,0.18634366946121828,56.3898015322687,10,0.5927043383451888,188.46364294432615,10,0.5905479826066344,214.44338866034718,1.5,0.8374380490793697,4.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2033,base case without policy,dikesnet
34,90.0,319.8760297544255,1.5,0.7072539492316705,78.40275964007486,1.0,0.8197140236688638,92.35279930993822,1.0,0.3438604516735068,238.14619815447423,1.5,0.17816137259697343,87.20875615422484,1.0,0.34718254300265394,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2034,base case without policy,dikesnet
35,106.0,161.922351002796,1.0,0.15522091003265667,224.00781407109437,1.0,0.9002062321604555,193.02121926767438,1.0,0.5011678130408423,120.22357852319153,10,0.5089639070346058,315.0202826526053,10,0.577982535394978,3.5,2.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2035,base case without policy,dikesnet
36,67.0,95.04429319405065,1.0,0.9673395521388888,132.93397783862002,1.5,0.7525678977528315,106.67335583286673,10,0.9013755762563903,255.59817971380613,10,0.008557638769548931,333.0603000341166,10,0.8683922351947233,2.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2036,base case without policy,dikesnet
37,131.0,175.59270584922334,1.0,0.7414069174540193,52.57116546797685,1.0,0.5139643184235645,194.67723586700896,1.5,0.7284668782403788,191.61132656583203,1.0,0.02934493731246143,172.84395337381025,1.0,0.6985171469251038,3.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2037,base case without policy,dikesnet
38,116.0,92.12740338321166,1.0,0.5894929596704547,118.39681274171149,10,0.32220932243770356,332.7976451006176,1.5,0.24249746687889187,300.0494592189621,1.0,0.060460744570825786,77.21145456774677,1.0,0.8225454047568801,2.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2038,base case without policy,dikesnet
39,118.0,184.89918303311617,1.0,0.9783891991647451,343.9858207273021,10,0.05017000431204414,220.44783317559921,1.0,0.215193662261968,35.176383204907125,1.5,0.08915635225766631,231.2103271731297,10,0.9237658443069958,1.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2039,base case without policy,dikesnet
40,81.0,272.04076227673124,10,0.6853251330658799,333.46398251019605,1.5,0.3159825508576337,82.43056306031266,1.0,0.7172143473275111,270.45459128972425,1.0,0.5799713282958839,303.0580669504507,1.5,0.5672516923290309,4.5,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2040,base case without policy,dikesnet
41,8.0,139.64204634555387,1.5,0.6645673875268366,122.0732781912178,1.5,0.9493749151821577,31.876077897654962,1.5,0.8789402822457317,92.44424043504024,1.0,0.17741805985795608,285.93595154053526,10,0.9968404860389325,4.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2041,base case without policy,dikesnet
42,14.0,287.3048740409561,1.0,0.34185428589202976,313.801951923853,1.0,0.3866612606899642,240.01903478757015,10,0.9443272939391875,187.0607278001594,1.5,0.5917577977703544,34.34940399954571,1.5,0.9884403776399133,1.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2042,base case without policy,dikesnet
43,23.0,114.57658016718804,1.0,0.8838874900614216,255.66353715881147,10,0.28219884477994234,207.27067197813912,10,0.9283568884739187,195.01961573051827,1.5,0.04087280857345174,201.0431721220001,1.0,0.11484269832920273,2.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2043,base case without policy,dikesnet
44,43.0,141.5427588910751,1.0,0.5348941829855095,293.0872992317375,1.0,0.42368726986509636,177.66158003828122,10,0.9915175964755045,47.596111888080735,1.5,0.0017015666845707632,321.51486656361965,1.0,0.8433527490269044,1.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2044,base case without policy,dikesnet
45,115.0,220.39622637347082,1.5,0.16355025783504928,237.560977678303,10,0.8538025098146851,241.04344605981822,1.5,0.8768951101746429,287.15210811449265,1.0,0.20840475706913197,105.83844487228659,1.0,0.16073040007754627,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2045,base case without policy,dikesnet
46,71.0,196.30304110605874,1.5,0.09445224020699686,260.0956175752367,10,0.8994646189144041,66.62792967713634,10,0.6660504786412216,78.91823286166168,10,0.34660664202614316,273.88295520615065,10,0.7905636198359872,4.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2046,base case without policy,dikesnet
47,5.0,157.16011022897942,1.0,0.9820944304469702,130.8352184932488,10,0.6255424827494569,245.7285824041819,10,0.4344557906460878,285.36641699130587,1.5,0.19629721343739123,322.6813387338227,1.5,0.839729762478777,2.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2047,base case without policy,dikesnet
48,54.0,267.41376595061297,10,0.585404563411558,219.56415644721534,1.5,0.9655352677619875,64.07235984117214,1.0,0.7810863423167617,223.99665496854408,1.0,0.5879792864113779,225.05500361545444,10,0.5807951854137742,3.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,base case without policy,dikesnet
49,3.0,136.15818614197354,10,0.21850754227288113,228.43294221601417,1.5,0.17835048096278278,98.19884028144686,1.0,0.5212751037224432,222.11249222580832,1.0,0.32116425754142175,213.76896647399786,1.0,0.42025911795063225,3.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2049,base case without policy,dikesnet
